año_semestre,establecimiento,matriculados,registros,presentes,puntaje_global,puntaje_lectura,puntaje_matematicas,puntaje_sociales,puntaje_naturales,puntaje_ingles,comuna,prestacion_servicio
20172,inst educ maestro pedro nel gomez,73.0,71,71,272.0,56.0,56.0,53.0,53.0,52.0,castilla,oficial
20172,inst educ diego echavarria misas,183.0,179,179,267.0,57.0,53.0,53.0,53.0,50.0,castilla,oficial
20172,inst educ jesus maria - el rosal,55.0,53,53,298.0,61.0,60.0,59.0,59.0,58.0,castilla,oficial
20172,inst educ sor juana ines de la cruz,58.0,57,56,301.0,62.0,61.0,61.0,58.0,59.0,castilla,oficial
20172,inst educ rodrigo correa palacio,17.0,17,17,250.0,52.0,49.0,49.0,51.0,46.0,castilla,oficial
20172,inst educ doce de octubre,122.0,122,122,259.0,55.0,52.0,51.0,50.0,50.0,doce de octubre,oficial
20172,institucion educativa el picachito,20.0,18,18,292.0,59.0,59.0,59.0,58.0,56.0,doce de octubre,oficial
20172,inst educ casd,124.0,121,121,268.0,57.0,52.0,53.0,53.0,49.0,doce de octubre,oficial
20172,inst educ el pedregal,59.0,56,55,266.0,57.0,52.0,53.0,53.0,49.0,doce de octubre,oficial
20172,inst educ progresar,73.0,69,66,222.0,49.0,44.0,43.0,43.0,44.0,doce de octubre,oficial
20172,inst educ juvenil nuevo futuro,34.0,31,31,253.0,54.0,48.0,52.0,49.0,50.0,doce de octubre,oficial
20172,inst educ ciudadela las americas,56.0,57,57,252.0,52.0,51.0,49.0,50.0,47.0,doce de octubre,oficial
20172,institucion educativa jesus maria valle,59.0,57,57,240.0,52.0,47.0,47.0,47.0,45.0,doce de octubre,oficial
20172,inst educ la esperanza,45.0,46,45,280.0,58.0,57.0,54.0,55.0,54.0,doce de octubre,oficial
20172,inst educ el triunfo santa teresa,51.0,50,50,273.0,59.0,53.0,55.0,54.0,48.0,doce de octubre,oficial
20172,cent educ jesus amigo,17.0,17,17,262.0,54.0,49.0,54.0,52.0,52.0,doce de octubre,contratacion
20172,inst educ alfredo cock arango,43.0,43,42,265.0,57.0,52.0,52.0,51.0,51.0,doce de octubre,oficial
20172,inst educ barrio santander,98.0,95,94,251.0,54.0,49.0,50.0,50.0,47.0,doce de octubre,oficial
20172,inst educ kennedy,95.0,95,95,257.0,55.0,52.0,51.0,49.0,48.0,doce de octubre,oficial
20172,inst educ santa juana de lestonac,94.0,94,93,285.0,60.0,56.0,58.0,56.0,54.0,doce de octubre,oficial
20172,i.e. jorge eliecer gaitan,34.0,33,33,269.0,56.0,54.0,52.0,54.0,53.0,doce de octubre,oficial
20172,inst educ maestro fernando botero,91.0,86,85,255.0,53.0,51.0,50.0,51.0,46.0,doce de octubre,oficial
20172,inst educ el diamante,40.0,37,37,265.0,56.0,52.0,55.0,50.0,50.0,robledo,oficial
20172,inst educ bello horizonte,61.0,60,58,254.0,54.0,49.0,52.0,49.0,50.0,robledo,oficial
20172,inst educ rodrigo arenas betancur,34.0,34,33,239.0,51.0,45.0,48.0,47.0,50.0,robledo,oficial
20172,inst educ mariscal robledo,108.0,103,102,251.0,55.0,47.0,51.0,48.0,48.0,robledo,oficial
20172,col sagrados corazones,20.0,20,20,306.0,62.0,60.0,62.0,58.0,70.0,robledo,privado
20172,col san juan eudes,93.0,93,93,256.0,54.0,51.0,50.0,50.0,49.0,robledo,contratacion
20172,inst educ jorge robledo,65.0,65,64,260.0,56.0,52.0,51.0,50.0,48.0,robledo,oficial
20172,col panamericano colombo sueco,61.0,61,61,306.0,63.0,60.0,61.0,60.0,66.0,robledo,privado
20172,inst educ camilo mora carrasquilla,46.0,45,44,240.0,53.0,47.0,47.0,45.0,47.0,robledo,oficial
20172,inst educ san vicente de paul,121.0,114,114,264.0,56.0,52.0,52.0,51.0,50.0,robledo,oficial
20172,ins tec industrial pascual bravo,228.0,228,227,286.0,59.0,58.0,57.0,57.0,53.0,robledo,oficial
20172,inst educ fe y alegria aures,34.0,34,34,282.0,57.0,57.0,55.0,57.0,54.0,robledo,oficial
20172,inst educ jesus rey,109.0,108,108,294.0,61.0,58.0,59.0,58.0,57.0,robledo,oficial
20172,inst educ  barrio olaya herrera,71.0,66,64,249.0,52.0,49.0,48.0,50.0,46.0,robledo,oficial
20172,colegio santa bertilla boscardin,79.0,79,79,288.0,59.0,58.0,58.0,56.0,57.0,robledo,privado
20172,colegio luis amigo y ferrer,7.0,7,7,224.0,43.0,45.0,47.0,44.0,44.0,robledo,contratacion
20172,inst educ monseñor gerardo valencia cano,52.0,50,50,287.0,58.0,58.0,57.0,57.0,56.0,robledo,oficial
20172,inst educ fe y alegria villa de la candelaria,68.0,67,67,261.0,56.0,52.0,50.0,53.0,49.0,robledo,oficial
20172,inst ferrini - sede robledo,149.0,147,146,279.0,58.0,54.0,55.0,54.0,60.0,robledo,contratacion
20172,inst educ barrio santa margarita,47.0,44,44,270.0,56.0,55.0,53.0,53.0,50.0,robledo,oficial
20172,colegio vid obra de la congregacion mariana,34.0,34,34,307.0,64.0,62.0,61.0,58.0,61.0,robledo,privado
20172,inst educ rafael garcia herreros,24.0,23,23,262.0,56.0,51.0,51.0,51.0,53.0,robledo,oficial
20172,inst educ villa flora,72.0,70,70,262.0,54.0,52.0,53.0,51.0,52.0,robledo,oficial
20172,inst educ tomas carrasquilla no. 2,41.0,38,38,255.0,54.0,49.0,51.0,51.0,49.0,robledo,oficial
20172,inst educ luis lopez de mesa,96.0,96,95,251.0,54.0,50.0,49.0,49.0,49.0,robledo,oficial
20172,inst educ fe y alegria san jose,76.0,78,78,247.0,55.0,47.0,50.0,47.0,47.0,robledo,oficial
20172,inst educ aures,61.0,61,61,258.0,54.0,53.0,49.0,50.0,50.0,robledo,oficial
20172,col madrid campestre,13.0,13,13,303.0,62.0,61.0,59.0,58.0,66.0,robledo,privado
20172,inst educ vallejuelos,39.0,37,36,240.0,52.0,44.0,49.0,48.0,45.0,robledo,oficial
20172,col antares,42.0,42,41,252.0,54.0,48.0,50.0,48.0,56.0,robledo,privado
20172,col barbara micarelli,31.0,31,31,290.0,60.0,56.0,58.0,57.0,61.0,robledo,privado
20172,col guillermo taborda restrepo,17.0,17,17,273.0,58.0,54.0,52.0,54.0,56.0,robledo,privado
20172,inst educ ciudad don bosco,5.0,5,5,271.0,58.0,51.0,54.0,54.0,51.0,robledo,oficial
20172,inst educ caracas,44.0,44,42,261.0,54.0,54.0,50.0,52.0,49.0,villa hermosa,oficial
20172,inst educ gabriel garcia marquez,56.0,54,52,226.0,49.0,44.0,44.0,44.0,44.0,villa hermosa,oficial
20172,col basico camino de paz,39.0,39,38,233.0,50.0,44.0,47.0,46.0,44.0,villa hermosa,contratacion
20172,inst educ jose celestino mutis,59.0,60,59,263.0,57.0,52.0,51.0,51.0,51.0,villa hermosa,oficial
20172,inst educ luis carlos galan sarmiento,163.0,159,157,243.0,52.0,48.0,47.0,48.0,47.0,villa hermosa,oficial
20172,inst educ la libertad,25.0,22,21,232.0,48.0,45.0,46.0,47.0,44.0,villa hermosa,oficial
20172,colegio cedepro,6.0,7,7,250.0,56.0,49.0,48.0,49.0,43.0,villa hermosa,contratacion
20172,inst educ escuela normal superior de medellin,111.0,110,109,288.0,60.0,58.0,57.0,57.0,55.0,villa hermosa,oficial
20172,inst educ juan de la cruz posada,50.0,49,47,248.0,52.0,50.0,48.0,49.0,48.0,villa hermosa,oficial
20172,inst educ juan de dios carvajal,69.0,72,72,251.0,53.0,49.0,49.0,49.0,50.0,villa hermosa,oficial
20172,inst educ la sierra,63.0,62,60,230.0,50.0,44.0,45.0,46.0,44.0,villa hermosa,oficial
20172,inst educ felix henao botero,68.0,60,59,262.0,55.0,51.0,52.0,53.0,48.0,villa hermosa,oficial
20172,inst educ joaquin vallejo arbelaez,70.0,65,65,247.0,53.0,48.0,49.0,48.0,46.0,villa hermosa,oficial
20172,inst educ sol de oriente,113.0,126,120,254.0,53.0,51.0,51.0,50.0,48.0,villa hermosa,oficial
20172,i.e. el pinal,53.0,46,46,246.0,53.0,47.0,49.0,48.0,48.0,villa hermosa,oficial
20172,inst educ vida para todos,54.0,52,51,238.0,51.0,48.0,45.0,48.0,46.0,villa hermosa,oficial
20172,inst educ san francisco de asis,23.0,23,23,242.0,52.0,45.0,49.0,47.0,48.0,villa hermosa,oficial
20172,institucion educativa manuel jose cayzedo,51.0,53,53,250.0,54.0,48.0,51.0,47.0,48.0,buenos aires,oficial
20172,col eucaristico de la milagrosa,40.0,39,38,283.0,59.0,55.0,55.0,55.0,60.0,buenos aires,privado
20172,inst educ miraflores - luis eduardo valencia garcia,100.0,98,98,261.0,55.0,51.0,51.0,51.0,51.0,buenos aires,oficial
20172,inst educ merceditas gomez martinez,86.0,82,81,263.0,55.0,53.0,51.0,52.0,49.0,buenos aires,oficial
20172,inst educ madre maria mazarello,66.0,66,66,286.0,60.0,56.0,57.0,56.0,57.0,buenos aires,oficial
20172,i.e. guadalupano la salle,34.0,34,34,271.0,56.0,53.0,54.0,53.0,58.0,buenos aires,privado
20172,esc normal superior antioque?a,72.0,71,71,294.0,61.0,57.0,59.0,57.0,62.0,buenos aires,privado
20172,inst educ la milagrosa,119.0,104,104,261.0,54.0,51.0,51.0,52.0,50.0,buenos aires,oficial
20172,inst educ madre laura,70.0,70,70,282.0,57.0,58.0,56.0,55.0,54.0,buenos aires,oficial
20172,sem menor de la arquidiocesis de medellin,19.0,19,19,301.0,63.0,59.0,61.0,58.0,59.0,buenos aires,privado
20172,col nuestra senora del rosario de chiquinquira,36.0,36,36,308.0,63.0,61.0,62.0,60.0,65.0,buenos aires,privado
20172,inst educ asamblea departamental,131.0,128,128,262.0,55.0,52.0,52.0,51.0,50.0,buenos aires,oficial
20172,inst educ la pastora,32.0,30,29,257.0,54.0,49.0,52.0,52.0,47.0,buenos aires,oficial
20172,inst educ federico ozanam,130.0,125,125,280.0,58.0,56.0,55.0,55.0,57.0,buenos aires,oficial
20172,inst tomas carrasquilla,26.0,26,26,261.0,55.0,51.0,53.0,51.0,50.0,buenos aires,contratacion
20172,inst educ loreto-gabriela gomez carvajal,87.0,80,78,243.0,52.0,48.0,47.0,48.0,49.0,buenos aires,oficial
20172,inst educ arzobispo tulio botero salazar,55.0,54,54,254.0,54.0,52.0,49.0,50.0,46.0,buenos aires,oficial
20172,inst educ gonzalo restrepo jaramillo,148.0,148,143,247.0,55.0,47.0,49.0,48.0,48.0,buenos aires,oficial
20172,col la anunciacion,50.0,50,50,295.0,60.0,60.0,58.0,58.0,58.0,buenos aires,privado
20172,col divino salvador,60.0,60,60,310.0,64.0,62.0,60.0,60.0,67.0,buenos aires,privado
20172,inst educ hector abad gomez,123.0,112,110,267.0,56.0,53.0,53.0,53.0,50.0,la candelaria,oficial
20172,col externado patria - sede centro,0.0,1,1,202.0,50.0,29.0,44.0,41.0,32.0,la candelaria,contratacion
20172,inst educ el salvador,45.0,45,44,257.0,54.0,53.0,49.0,50.0,50.0,la candelaria,oficial
20172,col milit general pedro nel ospina,22.0,22,22,278.0,60.0,54.0,56.0,53.0,56.0,la candelaria,privado
20172,inst educ cefa,967.0,962,959,280.0,60.0,55.0,55.0,55.0,53.0,la candelaria,oficial
20172,inst educ alfonso lopez pumarejo,74.0,74,71,257.0,55.0,51.0,50.0,50.0,49.0,la candelaria,oficial
20172,col empresarial educativo - cemped,0.0,41,34,224.0,49.0,41.0,47.0,43.0,41.0,la candelaria,contratacion
20172,col milit jose maria cordoba,61.0,60,60,268.0,54.0,53.0,53.0,54.0,54.0,la candelaria,privado
20172,inst educ  ana de castrillon,70.0,71,71,269.0,57.0,53.0,54.0,52.0,50.0,la candelaria,oficial
20172,col ciencia y vida,17.0,18,18,265.0,55.0,50.0,55.0,52.0,53.0,la candelaria,privado
20172,col maria auxiliadora,46.0,46,46,323.0,64.0,65.0,65.0,64.0,67.0,la candelaria,privado
20172,inst educ tulio ospina,66.0,65,63,275.0,58.0,53.0,56.0,54.0,54.0,la candelaria,oficial
20172,inst educ juan sebastian de censa,0.0,1,1,278.0,59.0,52.0,56.0,54.0,61.0,la candelaria,privado
20172,col salesiano el sufragio,101.0,100,100,300.0,61.0,61.0,59.0,59.0,61.0,la candelaria,privado
20172,col nal de capacitación academica y cultural cencal,0.0,3,3,192.0,44.0,35.0,38.0,35.0,41.0,la candelaria,contratacion
20172,col cent fraternal cristiano,13.0,13,13,283.0,59.0,55.0,58.0,53.0,62.0,la candelaria,privado
20172,i.e. prados verdes,9.0,9,9,257.0,55.0,50.0,53.0,49.0,48.0,la candelaria,privado
20172,inst educ javiera londo?o,190.0,182,179,276.0,59.0,53.0,55.0,53.0,58.0,la candelaria,oficial
20172,centro educativo para la formacion en competencias  compucec,0.0,1,1,185.0,40.0,42.0,28.0,36.0,42.0,la candelaria,privado
20172,cent de educ formal doctor julio carvajal gil  inteco,0.0,23,20,219.0,46.0,42.0,44.0,44.0,43.0,la candelaria,oficial
20172,inst educ san benito,12.0,12,11,273.0,56.0,54.0,56.0,55.0,48.0,la candelaria,oficial
20172,cent de desarrollo integrado - cendi,0.0,5,3,191.0,38.0,35.0,40.0,41.0,34.0,la candelaria,contratacion
20172,inst antioquia,11.0,11,11,266.0,53.0,54.0,54.0,53.0,52.0,la candelaria,privado
20172,union profesional para la educacion y el trabajo upet,0.0,15,14,225.0,45.0,42.0,48.0,45.0,43.0,la candelaria,privado
20172,studio sistemas agencia cristiana de servicio y educacion,0.0,1,1,263.0,49.0,54.0,53.0,57.0,45.0,la candelaria,privado
20172,col calasanz femenino,55.0,55,55,312.0,63.0,63.0,62.0,62.0,64.0,laureles estadio,privado
20172,col hispano,15.0,15,15,209.0,43.0,41.0,40.0,41.0,49.0,laureles estadio,privado
20172,col bethlemitas,48.0,48,48,338.0,68.0,71.0,65.0,64.0,76.0,laureles estadio,privado
20172,col lujan,4.0,4,3,241.0,50.0,49.0,47.0,43.0,58.0,laureles estadio,privado
20172,colegio de la universidad pontificia bolivariana,430.0,426,425,314.0,64.0,62.0,62.0,62.0,67.0,laureles estadio,privado
20172,inst jorge robledo,58.0,58,58,335.0,67.0,68.0,65.0,66.0,77.0,laureles estadio,privado
20172,inst educ lucrecio jaramillo velez,96.0,97,97,302.0,62.0,60.0,60.0,59.0,61.0,laureles estadio,oficial
20172,inst educ mater dei,43.0,43,43,283.0,59.0,54.0,58.0,55.0,57.0,laureles estadio,oficial
20172,comunidad colegio jesus maria,60.0,60,60,343.0,69.0,69.0,68.0,66.0,79.0,laureles estadio,privado
20172,i.e. marco fidel suarez,103.0,97,97,262.0,55.0,52.0,51.0,52.0,49.0,laureles estadio,oficial
20172,col san ignacio de loyola,124.0,125,125,347.0,67.0,72.0,69.0,68.0,76.0,laureles estadio,privado
20172,inst educ benedikta zur nieden,70.0,69,68,257.0,55.0,51.0,49.0,50.0,52.0,la america,oficial
20172,inst educ america,56.0,53,53,233.0,50.0,45.0,46.0,45.0,46.0,la america,oficial
20172,col santa clara de asis,29.0,28,28,291.0,59.0,57.0,58.0,56.0,63.0,la america,privado
20172,inst educ santa rosa de lima,74.0,69,68,253.0,54.0,49.0,50.0,50.0,48.0,la america,oficial
20172,inst colombo venezolano,57.0,56,56,313.0,62.0,63.0,62.0,62.0,68.0,la america,privado
20172,inst educ la piedad,60.0,59,58,250.0,54.0,52.0,47.0,49.0,47.0,la america,oficial
20172,col ateneo horizontes,8.0,8,8,270.0,55.0,53.0,53.0,53.0,58.0,la america,privado
20172,inst educ rafael uribe uribe,113.0,112,109,275.0,58.0,53.0,55.0,55.0,52.0,la america,oficial
20172,col santa teresita,18.0,17,17,295.0,59.0,59.0,58.0,59.0,61.0,la america,privado
20172,inst educ lola gonzalez,233.0,234,229,275.0,58.0,54.0,54.0,55.0,53.0,la america,oficial
20172,inst educ francisco antonio zea,126.0,121,121,276.0,57.0,56.0,53.0,54.0,55.0,la america,oficial
20172,inst educ cristobal colon,58.0,56,56,265.0,57.0,51.0,53.0,51.0,53.0,la america,oficial
20172,inst educ concejo de medellin,251.0,244,244,287.0,60.0,58.0,57.0,56.0,53.0,la america,oficial
20172,inst parra paris,9.0,9,9,270.0,56.0,55.0,54.0,50.0,57.0,la america,privado
20172,col corazonista,113.0,113,113,351.0,70.0,73.0,68.0,69.0,75.0,la america,privado
20172,col calasanz,112.0,112,111,337.0,66.0,70.0,65.0,67.0,73.0,la america,privado
20172,lic salazar y herrera,517.0,521,512,288.0,59.0,57.0,58.0,56.0,58.0,la america,privado
20172,inst educ samuel barrientos restrepo,108.0,109,107,259.0,54.0,50.0,52.0,52.0,49.0,la america,oficial
20172,col teresiano nstra sra de la candelaria,43.0,43,43,277.0,58.0,55.0,54.0,54.0,58.0,la america,privado
20172,col de la presentacion - medellin,57.0,57,57,312.0,64.0,61.0,62.0,60.0,69.0,la america,privado
20172,inst educ perpetuo socorro,36.0,36,36,282.0,59.0,56.0,58.0,56.0,50.0,san javier,oficial
20172,i.e. carlos vieco ortiz,109.0,99,98,280.0,59.0,56.0,55.0,56.0,52.0,san javier,oficial
20172,institucion educativa el corazón,65.0,57,56,227.0,48.0,43.0,44.0,46.0,45.0,san javier,oficial
20172,i.e. stella velez londoño,50.0,52,50,261.0,55.0,51.0,52.0,51.0,50.0,san javier,oficial
20172,col nuestra madre de las mercedes,21.0,21,21,334.0,67.0,68.0,66.0,65.0,70.0,san javier,privado
20172,inst educ blanquizal,41.0,41,41,227.0,49.0,44.0,45.0,45.0,43.0,san javier,oficial
20172,inst educ la independencia,77.0,72,71,228.0,49.0,44.0,44.0,45.0,44.0,san javier,oficial
20172,col arenys del mar,33.0,33,33,267.0,56.0,53.0,54.0,53.0,50.0,san javier,contratacion
20172,inst educ eduardo santos,63.0,64,64,249.0,54.0,48.0,48.0,50.0,48.0,san javier,oficial
20172,inst educ juan xxiii,47.0,42,41,260.0,55.0,50.0,52.0,52.0,49.0,san javier,oficial
20172,col fundadores en administracion (ac),34.0,34,33,229.0,48.0,46.0,45.0,44.0,45.0,san javier,contratacion
20172,inst educ fundadores,70.0,70,69,225.0,48.0,43.0,44.0,46.0,43.0,san javier,oficial
20172,col latino,17.0,17,17,261.0,56.0,52.0,50.0,50.0,58.0,poblado,contratacion
20172,colegio euskadi,21.0,21,21,291.0,61.0,57.0,58.0,54.0,68.0,poblado,privado
20172,col heraldos del evangelio,1.0,1,1,320.0,67.0,70.0,60.0,59.0,64.0,poblado,privado
20172,col campestre la colina,28.0,28,28,322.0,63.0,65.0,62.0,65.0,74.0,poblado,privado
20172,col manzanares,32.0,32,32,271.0,56.0,53.0,51.0,53.0,63.0,poblado,privado
20172,col palermo de san jose,42.0,42,42,296.0,61.0,59.0,58.0,57.0,65.0,poblado,privado
20172,inst musical diego echavarria,7.0,7,7,333.0,65.0,68.0,65.0,65.0,78.0,poblado,privado
20172,col san lucas,22.0,23,22,293.0,60.0,57.0,59.0,58.0,60.0,poblado,privado
20172,colegio san jose de la salle,98.0,102,100,310.0,62.0,62.0,62.0,60.0,69.0,poblado,privado
20172,col san jose de las vegas,88.0,88,88,339.0,67.0,69.0,67.0,66.0,78.0,poblado,privado
20172,col madre antonia cerini,27.0,26,25,270.0,55.0,53.0,54.0,53.0,58.0,poblado,privado
20172,col de bto colegiatura colombiana,5.0,5,5,295.0,64.0,56.0,60.0,53.0,70.0,poblado,privado
20172,col el se?or col the lord college,4.0,4,4,246.0,51.0,52.0,45.0,48.0,52.0,poblado,privado
20172,col santa maria del rosario,27.0,27,27,303.0,62.0,57.0,61.0,59.0,68.0,poblado,privado
20172,col de la compania de maria,106.0,106,106,346.0,68.0,72.0,67.0,68.0,76.0,poblado,privado
20172,institucion educativa santa catalina de siena,32.0,31,31,252.0,54.0,49.0,49.0,50.0,51.0,poblado,oficial
20172,gimn los cedros,12.0,12,12,300.0,60.0,59.0,58.0,60.0,66.0,poblado,privado
20172,col nuestra senora de la providencia,14.0,14,14,287.0,58.0,55.0,58.0,57.0,66.0,poblado,privado
20172,inst educ inem jose felix de restrepo,931.0,844,837,287.0,60.0,57.0,57.0,56.0,55.0,poblado,oficial
20172,inst educ la salle de campoamor,94.0,94,94,292.0,60.0,59.0,57.0,57.0,59.0,guayabal,oficial
20172,inst educ octavio calderon mejia,78.0,74,74,277.0,59.0,54.0,55.0,54.0,57.0,guayabal,oficial
20172,i.e. benjamin herrera,38.0,37,37,248.0,52.0,50.0,47.0,49.0,49.0,guayabal,oficial
20172,inst educ santo angel,105.0,105,105,300.0,62.0,61.0,57.0,59.0,63.0,guayabal,oficial
20172,col san gabriel de la dolorosa,16.0,16,16,317.0,64.0,62.0,65.0,63.0,61.0,guayabal,privado
20172,inst educ la presentacion,73.0,74,74,296.0,61.0,59.0,59.0,57.0,60.0,guayabal,oficial
20172,inst educ jose acevedo y gomez,84.0,85,84,249.0,53.0,48.0,49.0,49.0,47.0,guayabal,oficial
20172,inst educ cristo rey,40.0,38,38,283.0,59.0,56.0,57.0,54.0,54.0,guayabal,oficial
20172,esc popular eucaristica camilo c. restrepo,18.0,18,18,240.0,51.0,47.0,47.0,47.0,49.0,guayabal,privado
20172,inst educ santos angeles custodios,56.0,56,55,252.0,54.0,49.0,49.0,49.0,50.0,guayabal,oficial
20172,col padre manyanet,97.0,97,97,320.0,65.0,64.0,63.0,63.0,68.0,belen,privado
20172,inst educ ramon giraldo ceballos,0.0,77,75,238.0,51.0,46.0,48.0,46.0,44.0,belen,oficial
20172,inst salesiano pedro justo berrio,115.0,115,114,320.0,63.0,67.0,63.0,64.0,66.0,belen,privado
20172,inst educ antonio ricaurte,58.0,59,58,258.0,54.0,50.0,51.0,52.0,49.0,belen,oficial
20172,inst educ horacio mu?oz suescun,94.0,89,89,257.0,56.0,50.0,51.0,50.0,50.0,belen,oficial
20172,col san francisco javier,21.0,21,21,288.0,59.0,55.0,57.0,57.0,63.0,belen,privado
20172,inst educ jose maria bernal,63.0,65,65,286.0,60.0,55.0,58.0,56.0,56.0,belen,oficial
20172,inst educ juan maria cespedes,104.0,105,105,290.0,60.0,58.0,57.0,58.0,57.0,belen,oficial
20172,inst educ san roberto belarmino,75.0,76,75,266.0,57.0,52.0,53.0,51.0,52.0,belen,oficial
20172,inst educ yermo y parres,137.0,137,137,285.0,59.0,58.0,56.0,55.0,55.0,belen,oficial
20172,institucion educativa pedagogico integral,10.0,11,10,218.0,48.0,42.0,43.0,41.0,45.0,belen,contratacion
20172,inst educ republica de venezuela,26.0,27,26,269.0,57.0,54.0,53.0,53.0,49.0,belen,oficial
20172,lic san rafael,25.0,28,27,301.0,63.0,60.0,61.0,58.0,57.0,belen,privado
20172,inst educ alcaldia de medellin,87.0,78,78,256.0,55.0,50.0,50.0,50.0,51.0,belen,oficial
20172,col de la inmaculada,94.0,94,94,306.0,63.0,61.0,61.0,60.0,62.0,belen,privado
20172,inst san carlos,138.0,142,140,315.0,63.0,64.0,62.0,61.0,68.0,belen,privado
20172,institucion educativa octavio harry - jacqueline kennedy,53.0,51,50,280.0,58.0,56.0,55.0,55.0,54.0,belen,oficial
20172,col san juan bosco,52.0,52,52,308.0,63.0,59.0,61.0,61.0,67.0,belen,privado
20172,inst educ rosalia suarez,66.0,64,63,293.0,62.0,58.0,59.0,57.0,55.0,belen,oficial
20172,i.e. capilla del rosario,25.0,25,25,265.0,57.0,50.0,55.0,51.0,50.0,belen,oficial
20172,inst educ pedro octavio amado,63.0,64,60,256.0,55.0,50.0,50.0,52.0,49.0,belen,oficial
20172,col pestalozzi,16.0,13,13,238.0,51.0,46.0,45.0,48.0,48.0,belen,privado
20172,i.e. fatima nutibara,48.0,49,48,274.0,57.0,56.0,53.0,54.0,51.0,belen,oficial
20172,cibercolegio ucn,10.0,4,4,249.0,53.0,46.0,50.0,51.0,52.0,palmitas,contratacion
20172,inst educ hector rogelio montoya,54.0,54,54,249.0,52.0,49.0,50.0,51.0,43.0,palmitas,oficial
20172,i.e. presbitero juan j. escobar,75.0,71,71,252.0,52.0,50.0,50.0,51.0,44.0,san cristobal,oficial
20172,inst educ loma hermosa,32.0,32,32,249.0,53.0,47.0,49.0,51.0,44.0,san cristobal,oficial
20172,inst educ alfonso upegui orozco,69.0,70,69,266.0,56.0,51.0,55.0,53.0,50.0,san cristobal,oficial
20172,inst educ ciudadela nuevo occidente,148.0,148,146,246.0,52.0,48.0,48.0,50.0,47.0,san cristobal,oficial
20172,corporacion cier,45.0,26,25,206.0,45.0,38.0,41.0,41.0,40.0,san cristobal,contratacion
20172,inst educ carlos alberto calderon,65.0,66,63,250.0,54.0,48.0,50.0,49.0,46.0,san cristobal,oficial
20172,ie lusitania- paz de colombia,80.0,71,70,240.0,52.0,46.0,47.0,48.0,46.0,san cristobal,oficial
20172,inst educ jose horacio betancur,33.0,33,32,236.0,50.0,46.0,46.0,49.0,44.0,san cristobal,oficial
20172,cent educ integ bucarelly,15.0,14,14,279.0,57.0,55.0,56.0,55.0,54.0,san cristobal,privado
20172,inst educ  san cristobal,112.0,111,110,268.0,56.0,52.0,53.0,53.0,49.0,san cristobal,oficial
20172,i.e. la huerta,45.0,45,45,251.0,54.0,51.0,49.0,48.0,45.0,san cristobal,oficial
20172,cent educal conquistadores,29.0,29,29,279.0,58.0,54.0,55.0,53.0,62.0,altavista,privado
20172,inst educ altavista,23.0,22,22,213.0,47.0,40.0,43.0,42.0,40.0,altavista,oficial
20172,inst educ debora arango perez,45.0,43,43,241.0,51.0,47.0,49.0,47.0,47.0,altavista,oficial
20172,inst educ marina orth,23.0,22,22,225.0,47.0,42.0,45.0,46.0,44.0,altavista,oficial
20172,inst educ el limonar,27.0,28,28,240.0,51.0,46.0,48.0,48.0,43.0,san antonio de prado,oficial
20172,inst educ corvide,43.0,44,44,256.0,54.0,50.0,50.0,51.0,48.0,san antonio de prado,oficial
20172,inst educ manuel j. betancur,100.0,100,100,276.0,57.0,56.0,54.0,55.0,53.0,san antonio de prado,oficial
20172,inst educ monse?or victor wiedemann,85.0,84,84,280.0,58.0,55.0,56.0,56.0,52.0,san antonio de prado,oficial
20172,inst educ pradito,29.0,30,30,245.0,52.0,45.0,50.0,49.0,47.0,san antonio de prado,oficial
20172,inst educ san jose obrero,117.0,114,114,265.0,57.0,52.0,52.0,51.0,52.0,san antonio de prado,oficial
20172,inst educ compartir,79.0,79,78,286.0,59.0,58.0,56.0,56.0,55.0,san antonio de prado,oficial
20172,colegio empresarial,135.0,135,135,292.0,61.0,60.0,59.0,56.0,55.0,san antonio de prado,contratacion
20172,inst educ san antonio de prado,98.0,93,93,283.0,58.0,58.0,55.0,55.0,57.0,san antonio de prado,oficial
20172,col coop san antonio de prado (ac),10.0,10,10,291.0,61.0,61.0,56.0,56.0,57.0,san antonio de prado,contratacion
20172,inst educ angela restrepo moreno,64.0,62,62,264.0,58.0,50.0,53.0,51.0,50.0,san antonio de prado,oficial
20172,inst educ fe y alegria el limonar,48.0,48,48,257.0,56.0,50.0,51.0,50.0,48.0,san antonio de prado,oficial
20172,inst educ santa elena,56.0,57,57,300.0,60.0,61.0,61.0,60.0,55.0,santa elena,oficial
20182,inst educ fe y alegria granizal,58.0,57,56,254.0,54.0,51.0,50.0,49.0,51.0,popular,oficial
20182,inst educ fe y alegria santo domingo savio,0.0,61,60,237.0,49.0,49.0,43.0,49.0,45.0,popular,oficial
20182,col emaus,46.0,46,46,250.0,53.0,50.0,49.0,48.0,52.0,popular,contratacion
20182,inst educ guadalupe,57.0,53,52,228.0,51.0,45.0,43.0,44.0,47.0,popular,oficial
20182,inst educ federico carrasquilla,61.0,52,51,258.0,53.0,52.0,51.0,50.0,53.0,popular,oficial
20182,inst educ nuevo horizonte,40.0,34,34,254.0,53.0,50.0,51.0,50.0,48.0,popular,oficial
20182,inst educ san nicolas,0.0,19,19,266.0,55.0,54.0,53.0,51.0,53.0,popular,oficial
