año_semestre,establecimiento,matriculados,registros,presentes,puntaje_global,puntaje_lectura,puntaje_matematicas,puntaje_sociales,puntaje_naturales,puntaje_ingles,comuna,prestacion_servicio
20182,col gente unida jovenes por la paz-santo domingo,8.0,8,8,275.0,59.0,53.0,57.0,52.0,54.0,popular,contratacion
20182,inst educ san pablo,94.0,89,88,249.0,53.0,48.0,48.0,50.0,48.0,popular,oficial
20182,inst educ antonio derka - santo domingo,207.0,204,204,247.0,52.0,50.0,48.0,48.0,49.0,popular,oficial
20182,inst educ maria de los angeles cano marquez,1.0,116,114,255.0,54.0,52.0,48.0,50.0,50.0,popular,oficial
20182,inst educ la avanzada,27.0,26,25,241.0,51.0,49.0,46.0,48.0,45.0,popular,oficial
20182,col sagrada familia aldea pablo vi,32.0,32,31,262.0,56.0,52.0,51.0,50.0,52.0,popular,contratacion
20182,inst educ la candelaria,0.0,79,78,244.0,52.0,48.0,47.0,48.0,50.0,popular,oficial
20182,inst educ fe y alegria popular nro. 1,88.0,107,104,227.0,49.0,44.0,45.0,45.0,45.0,popular,oficial
20182,institución educativa pequeña maria,43.0,48,47,250.0,53.0,50.0,49.0,47.0,51.0,popular,contratacion
20182,inst educ santa teresa,34.0,71,71,295.0,60.0,61.0,59.0,57.0,57.0,santa cruz,oficial
20182,inst educ finca la mesa,94.0,91,91,260.0,53.0,52.0,49.0,52.0,54.0,santa cruz,oficial
20182,inst educ pablo neruda,53.0,51,51,240.0,52.0,47.0,46.0,47.0,47.0,santa cruz,oficial
20182,inst educ jose maria velaz,39.0,39,38,264.0,55.0,53.0,53.0,52.0,49.0,santa cruz,oficial
20182,inst educ el playon,1.0,25,25,224.0,48.0,42.0,44.0,45.0,49.0,santa cruz,oficial
20182,inst educ asia ignaciana,0.0,93,93,278.0,59.0,53.0,57.0,53.0,57.0,santa cruz,oficial
20182,i.e. manuel uribe ángel,60.0,59,59,256.0,55.0,52.0,49.0,50.0,51.0,santa cruz,oficial
20182,inst educ villa del socorro,94.0,113,110,251.0,52.0,52.0,47.0,50.0,50.0,santa cruz,oficial
20182,institucion educativa la asuncion,30.0,29,29,265.0,56.0,52.0,53.0,50.0,55.0,santa cruz,oficial
20182,inst educ republica de honduras,34.0,33,33,261.0,55.0,51.0,53.0,52.0,47.0,santa cruz,oficial
20182,inst educ ciro mendia,55.0,52,52,258.0,55.0,51.0,51.0,50.0,51.0,santa cruz,oficial
20182,inst educ barrio santa cruz,54.0,54,52,227.0,50.0,43.0,43.0,45.0,46.0,santa cruz,oficial
20182,inst educ jose roberto vasquez,173.0,164,160,251.0,55.0,50.0,48.0,49.0,49.0,manrique,oficial
20182,inst educ fe y alegria la cima,1.0,102,102,259.0,55.0,52.0,50.0,50.0,51.0,manrique,oficial
20182,col pablo vi,86.0,86,84,260.0,55.0,52.0,51.0,50.0,53.0,manrique,contratacion
20182,institucion educativa reino de belgica,0.0,23,23,234.0,50.0,48.0,42.0,46.0,47.0,manrique,oficial
20182,inst educ rodrigo lara bonilla,53.0,49,47,227.0,49.0,43.0,45.0,44.0,47.0,manrique,oficial
20182,inst educ manuela beltran,56.0,51,51,243.0,52.0,48.0,46.0,48.0,48.0,manrique,oficial
20182,inst educ san juan bautista de la salle,79.0,77,77,243.0,53.0,48.0,47.0,47.0,49.0,manrique,oficial
20182,col maria reina del carmelo,63.0,62,62,287.0,60.0,57.0,56.0,56.0,58.0,manrique,contratacion
20182,inst educ gabriel restrepo moreno,38.0,38,38,243.0,54.0,49.0,46.0,45.0,48.0,manrique,oficial
20182,inst educ hernan toro agudelo,52.0,51,51,265.0,56.0,54.0,51.0,51.0,54.0,manrique,oficial
20182,inst educ ramon munera lopera,37.0,36,36,253.0,56.0,47.0,51.0,49.0,49.0,manrique,oficial
20182,inst vicarial jesus maestro,38.0,38,38,259.0,55.0,55.0,49.0,49.0,53.0,manrique,contratacion
20182,inst educ alvaro marin velasco,33.0,22,22,236.0,51.0,46.0,47.0,43.0,50.0,manrique,oficial
20182,inst educ bello oriente,1.0,39,39,239.0,52.0,45.0,47.0,47.0,48.0,manrique,oficial
20182,inst educ pedro luis villa,0.0,50,50,268.0,56.0,54.0,52.0,51.0,56.0,manrique,oficial
20182,inst educ jose antonio galan,50.0,49,49,253.0,53.0,53.0,47.0,49.0,52.0,manrique,oficial
20182,inst educ las nieves,31.0,31,31,249.0,54.0,50.0,48.0,48.0,50.0,manrique,oficial
20182,col gente unida jovenes por la paz - luz de oriente,10.0,10,10,269.0,58.0,52.0,54.0,50.0,55.0,manrique,contratacion
20182,inst educ san lorenzo de aburra,111.0,110,106,251.0,53.0,51.0,48.0,49.0,50.0,manrique,oficial
20182,i.e. montecarlo guillermo gaviria correa,60.0,60,58,240.0,52.0,48.0,45.0,47.0,50.0,manrique,oficial
20182,inst educ enrique olaya herrera,71.0,71,71,238.0,52.0,47.0,45.0,46.0,47.0,manrique,oficial
20182,col adventista simon bolivar,32.0,32,31,266.0,57.0,52.0,53.0,51.0,55.0,aranjuez,privado
20182,inst educ san juan bosco,61.0,61,61,271.0,57.0,54.0,53.0,52.0,56.0,aranjuez,oficial
20182,inst educ alfonso mora naranjo,1.0,26,26,256.0,56.0,49.0,52.0,49.0,49.0,aranjuez,oficial
20182,inst educ lorenza villegas de santos,104.0,105,105,260.0,56.0,53.0,49.0,50.0,50.0,aranjuez,oficial
20182,inst educ alvernia,38.0,71,71,258.0,55.0,52.0,50.0,50.0,52.0,aranjuez,oficial
20182,inst educ gilberto alzate avenda?o,0.0,204,203,256.0,54.0,52.0,49.0,50.0,52.0,aranjuez,oficial
20182,inst pedag claret,9.0,9,9,286.0,58.0,54.0,58.0,56.0,62.0,aranjuez,privado
20182,inst educ jose maria bravo marquez,105.0,104,104,272.0,57.0,53.0,53.0,53.0,60.0,aranjuez,oficial
20182,institución educativa juan de dios cock,72.0,71,71,256.0,54.0,52.0,49.0,49.0,53.0,aranjuez,oficial
20182,inst educ campo valdes,39.0,39,38,279.0,59.0,56.0,56.0,53.0,54.0,aranjuez,oficial
20182,col de maria,22.0,22,22,303.0,61.0,62.0,58.0,61.0,62.0,aranjuez,privado
20182,inst educ san agustin,63.0,61,60,259.0,55.0,53.0,49.0,51.0,53.0,aranjuez,oficial
20182,inst educ camilo torres restrepo,33.0,33,33,246.0,52.0,49.0,46.0,49.0,51.0,aranjuez,oficial
20182,inst educ fe y alegria luis amigo,1.0,48,48,250.0,55.0,47.0,49.0,48.0,50.0,aranjuez,oficial
20182,inst educ francisco luis hernandez betancur,68.0,40,40,254.0,54.0,52.0,48.0,50.0,47.0,aranjuez,oficial
20182,col emilia riquelme,20.0,20,20,256.0,54.0,50.0,50.0,50.0,52.0,aranjuez,privado
20182,col nuestra senora de lourdes,37.0,37,37,278.0,58.0,54.0,55.0,54.0,58.0,aranjuez,contratacion
20182,inst educ el bosque,30.0,29,28,255.0,54.0,51.0,50.0,49.0,52.0,aranjuez,oficial
20182,inst educ jose eusebio caro,74.0,74,74,254.0,56.0,51.0,48.0,48.0,52.0,aranjuez,oficial
20182,i.e. javiera londoño-sevilla,60.0,85,84,265.0,58.0,52.0,51.0,51.0,55.0,aranjuez,oficial
20182,inst educ francisco miranda,66.0,102,101,252.0,55.0,50.0,48.0,48.0,51.0,aranjuez,oficial
20182,inst educ monse?or francisco cristobal toro,127.0,118,117,243.0,53.0,49.0,47.0,46.0,49.0,aranjuez,oficial
20182,col gente unida jovenes por la paz - moravia,66.0,67,66,222.0,48.0,45.0,42.0,43.0,45.0,aranjuez,contratacion
20182,col agustiniano de san nicolas,44.0,44,44,288.0,60.0,56.0,58.0,56.0,62.0,aranjuez,privado
20182,inst educ julio cesar garcia,1.0,93,93,257.0,55.0,51.0,50.0,49.0,53.0,castilla,oficial
20182,col parroquial san judas tadeo,24.0,24,24,283.0,58.0,58.0,54.0,55.0,59.0,castilla,privado
20182,cent educ autonomo,15.0,15,15,290.0,62.0,55.0,58.0,57.0,61.0,castilla,privado
20182,inst educ sebastian de belalcazar,33.0,32,32,249.0,53.0,49.0,49.0,48.0,50.0,castilla,oficial
20182,inst educ diego echavarria misas,38.0,202,201,270.0,58.0,53.0,53.0,53.0,53.0,castilla,oficial
20182,inst educ manuel jose gomez s,67.0,64,63,263.0,57.0,52.0,51.0,50.0,52.0,castilla,oficial
20182,cent educal don bosco,24.0,24,23,267.0,58.0,51.0,54.0,51.0,55.0,castilla,privado
20182,inst educ maria montessori,0.0,37,37,251.0,52.0,51.0,46.0,51.0,52.0,castilla,oficial
20182,inst educ rodrigo correa palacio,22.0,21,21,238.0,51.0,47.0,47.0,45.0,50.0,castilla,oficial
20182,inst educ jose asuncion silva,44.0,42,42,259.0,55.0,50.0,49.0,53.0,52.0,castilla,oficial
20182,inst educ jesus maria - el rosal,31.0,62,62,294.0,62.0,59.0,58.0,56.0,59.0,castilla,oficial
20182,inst educ alfonso lopez,20.0,19,19,266.0,56.0,54.0,48.0,54.0,57.0,castilla,oficial
20182,inst educ dinamarca,81.0,81,80,264.0,57.0,53.0,52.0,50.0,52.0,castilla,oficial
20182,inst educ maestro pedro nel gomez,48.0,47,47,261.0,54.0,51.0,52.0,51.0,54.0,castilla,oficial
20182,inst educ pbro antonio jose bernal londoño sj,156.0,156,154,249.0,54.0,50.0,48.0,47.0,48.0,castilla,oficial
20182,i.e. colegio loyola para la ciencia y la innovación,57.0,57,57,304.0,63.0,61.0,59.0,60.0,62.0,castilla,oficial
20182,inst educ republica de uruguay,122.0,120,118,262.0,55.0,52.0,51.0,52.0,53.0,castilla,oficial
20182,inst educ pedro claver aguirre,38.0,33,33,237.0,51.0,48.0,45.0,45.0,48.0,castilla,oficial
20182,col parroquial ntra se?ora del buen consejo,48.0,48,47,291.0,62.0,57.0,57.0,57.0,58.0,castilla,privado
20182,inst educ tricentenario,53.0,54,54,249.0,54.0,49.0,50.0,46.0,52.0,castilla,oficial
20182,inst educ felix de bedout moreno,24.0,60,59,262.0,56.0,51.0,51.0,51.0,53.0,castilla,oficial
20182,inst educ maestro arenas betancur,53.0,51,51,275.0,57.0,57.0,52.0,53.0,56.0,castilla,oficial
20182,col bautista de castilla,5.0,5,5,256.0,51.0,48.0,53.0,51.0,56.0,castilla,privado
20182,inst educ sor juana ines de la cruz,43.0,67,66,292.0,61.0,58.0,57.0,56.0,61.0,castilla,oficial
20182,inst educ ciudadela las americas,54.0,54,53,232.0,50.0,47.0,43.0,46.0,46.0,doce de octubre,oficial
20182,inst educ la esperanza,82.0,82,82,257.0,54.0,51.0,51.0,49.0,54.0,doce de octubre,oficial
20182,institucion educativa jesus maria valle,64.0,62,61,235.0,51.0,47.0,44.0,46.0,47.0,doce de octubre,oficial
20182,inst educ santa juana de lestonac,0.0,82,82,292.0,61.0,58.0,59.0,57.0,56.0,doce de octubre,oficial
20182,inst educ alfredo cock arango,61.0,62,61,246.0,52.0,47.0,48.0,47.0,54.0,doce de octubre,oficial
20182,inst educ juvenil nuevo futuro,23.0,51,50,248.0,53.0,48.0,48.0,49.0,52.0,doce de octubre,oficial
20182,inst educ barrio santander,0.0,99,98,255.0,54.0,49.0,50.0,51.0,51.0,doce de octubre,oficial
20182,inst educ progresar,51.0,49,47,224.0,49.0,44.0,43.0,43.0,46.0,doce de octubre,oficial
20182,inst educ maestro fernando botero,80.0,78,78,259.0,55.0,52.0,49.0,51.0,52.0,doce de octubre,oficial
20182,inst educ kennedy,0.0,73,73,238.0,51.0,48.0,46.0,45.0,49.0,doce de octubre,oficial
20182,inst educ el pedregal,70.0,69,69,254.0,53.0,50.0,49.0,51.0,50.0,doce de octubre,oficial
20182,i.e. jorge eliecer gaitan,2.0,48,47,269.0,57.0,56.0,51.0,50.0,54.0,doce de octubre,oficial
20182,inst educ el triunfo santa teresa,51.0,51,51,266.0,56.0,54.0,53.0,51.0,50.0,doce de octubre,oficial
20182,inst educ doce de octubre,0.0,129,129,236.0,52.0,46.0,46.0,45.0,49.0,doce de octubre,oficial
20182,cent educ jesus amigo,30.0,30,30,246.0,53.0,48.0,48.0,47.0,51.0,doce de octubre,contratacion
20182,inst educ casd,105.0,105,104,254.0,55.0,51.0,48.0,49.0,51.0,doce de octubre,oficial
20182,institucion educativa el picachito,22.0,22,22,282.0,57.0,58.0,54.0,57.0,55.0,doce de octubre,oficial
20182,inst educ rodrigo arenas betancur,29.0,59,59,223.0,48.0,43.0,43.0,44.0,47.0,robledo,oficial
20182,inst educ fe y alegria villa de la candelaria,56.0,56,56,253.0,55.0,50.0,49.0,48.0,53.0,robledo,oficial
20182,colegio vid obra de la congregacion mariana,51.0,51,51,313.0,64.0,63.0,61.0,61.0,65.0,robledo,privado
20182,inst educ aures,59.0,60,60,249.0,54.0,51.0,46.0,48.0,51.0,robledo,oficial
20182,col antares,56.0,56,56,255.0,54.0,48.0,50.0,50.0,56.0,robledo,privado
20182,inst educ san vicente de paul,63.0,100,100,266.0,55.0,55.0,51.0,52.0,55.0,robledo,oficial
20182,inst educ  barrio olaya herrera,2.0,62,62,238.0,51.0,46.0,46.0,47.0,48.0,robledo,oficial
20182,inst educ fe y alegria aures,29.0,29,29,288.0,59.0,59.0,56.0,57.0,56.0,robledo,oficial
20182,inst ferrini - sede robledo,76.0,77,77,286.0,60.0,56.0,54.0,56.0,64.0,robledo,privado
20182,col panamericano colombo sueco,49.0,49,48,309.0,64.0,61.0,61.0,60.0,66.0,robledo,privado
20182,inst educ luis lopez de mesa,61.0,96,96,262.0,55.0,53.0,50.0,51.0,53.0,robledo,oficial
20182,ins tec industrial pascual bravo,226.0,226,226,295.0,61.0,60.0,58.0,56.0,60.0,robledo,oficial
20182,col guillermo taborda restrepo,19.0,18,18,260.0,56.0,50.0,50.0,50.0,59.0,robledo,privado
20182,colegio santa bertilla boscardin,49.0,51,51,297.0,62.0,59.0,59.0,58.0,59.0,robledo,privado
20182,inst educ jorge robledo,2.0,56,55,249.0,54.0,49.0,48.0,48.0,49.0,robledo,oficial
20182,col san juan eudes,64.0,63,63,247.0,53.0,49.0,48.0,48.0,52.0,robledo,contratacion
20182,inst educ mariscal robledo,38.0,93,91,253.0,55.0,49.0,50.0,48.0,52.0,robledo,oficial
20182,inst educ monseñor gerardo valencia cano,1.0,43,42,294.0,62.0,59.0,59.0,57.0,55.0,robledo,oficial
20182,inst educ jesus rey,0.0,148,148,277.0,59.0,54.0,55.0,52.0,59.0,robledo,oficial
20182,inst educ fe y alegria san jose,73.0,70,67,245.0,52.0,48.0,48.0,48.0,50.0,robledo,oficial
20182,col madrid campestre,9.0,9,9,295.0,61.0,59.0,56.0,58.0,65.0,robledo,privado
20182,col sagrados corazones,20.0,20,20,296.0,62.0,58.0,59.0,55.0,66.0,robledo,privado
20182,inst educ tomas carrasquilla no. 2,42.0,42,42,256.0,55.0,51.0,50.0,50.0,49.0,robledo,oficial
20182,gimn guayacanes,43.0,43,43,231.0,51.0,44.0,44.0,45.0,48.0,robledo,contratacion
20182,inst corferrini - sede robledo,33.0,31,31,248.0,53.0,48.0,49.0,49.0,51.0,robledo,contratacion
20182,inst educ rafael garcia herreros,37.0,37,37,247.0,53.0,48.0,48.0,48.0,50.0,robledo,oficial
20182,inst educ el diamante,0.0,51,51,250.0,54.0,51.0,48.0,48.0,49.0,robledo,oficial
20182,colegio luis amigo y ferrer,25.0,24,22,214.0,46.0,46.0,40.0,40.0,43.0,robledo,contratacion
20182,inst educ barrio santa margarita,0.0,45,45,267.0,57.0,54.0,53.0,50.0,52.0,robledo,oficial
20182,inst educ bello horizonte,55.0,58,57,260.0,56.0,50.0,52.0,50.0,53.0,robledo,oficial
20182,inst educ camilo mora carrasquilla,84.0,83,80,238.0,52.0,46.0,46.0,46.0,46.0,robledo,oficial
20182,inst educ ciudad don bosco,5.0,5,4,250.0,52.0,52.0,51.0,47.0,47.0,robledo,oficial
20182,inst educ vallejuelos,23.0,39,37,233.0,52.0,44.0,46.0,45.0,49.0,robledo,oficial
20182,inst educ villa flora,68.0,64,64,270.0,57.0,55.0,52.0,51.0,57.0,robledo,oficial
20182,col barbara micarelli,33.0,33,33,291.0,61.0,57.0,57.0,58.0,60.0,robledo,privado
20182,inst educ juan de dios carvajal,25.0,50,50,254.0,55.0,51.0,50.0,49.0,49.0,villa hermosa,oficial
20182,inst educ luis carlos galan sarmiento,2.0,88,87,247.0,52.0,49.0,46.0,50.0,52.0,villa hermosa,oficial
20182,i.e. el pinal,56.0,52,51,250.0,54.0,47.0,49.0,49.0,51.0,villa hermosa,oficial
20182,inst educ gabriel garcia marquez,33.0,50,50,237.0,51.0,46.0,45.0,47.0,50.0,villa hermosa,oficial
20182,inst educ caracas,48.0,47,47,250.0,54.0,48.0,48.0,50.0,52.0,villa hermosa,oficial
20182,inst educ jose celestino mutis,53.0,53,53,257.0,54.0,51.0,49.0,51.0,53.0,villa hermosa,oficial
20182,inst educ juan de la cruz posada,69.0,66,63,261.0,55.0,52.0,51.0,51.0,53.0,villa hermosa,oficial
20182,inst educ felix henao botero,47.0,71,69,246.0,54.0,48.0,47.0,48.0,49.0,villa hermosa,oficial
20182,inst educ san francisco de asis,27.0,26,24,230.0,50.0,45.0,43.0,44.0,49.0,villa hermosa,oficial
20182,inst educ vida para todos,0.0,42,40,241.0,52.0,47.0,46.0,48.0,48.0,villa hermosa,oficial
20182,inst educ sol de oriente,3.0,101,101,239.0,52.0,47.0,46.0,47.0,48.0,villa hermosa,oficial
20182,inst educ la sierra,58.0,59,57,226.0,50.0,44.0,43.0,44.0,45.0,villa hermosa,oficial
20182,inst educ la libertad,33.0,29,29,226.0,46.0,48.0,42.0,45.0,44.0,villa hermosa,oficial
20182,inst educ joaquin vallejo arbelaez,32.0,68,68,232.0,50.0,45.0,46.0,45.0,48.0,villa hermosa,oficial
20182,inst educ escuela normal superior de medellin,133.0,131,131,276.0,57.0,57.0,54.0,54.0,53.0,villa hermosa,oficial
20182,col basico camino de paz,24.0,22,22,242.0,52.0,47.0,48.0,46.0,50.0,villa hermosa,contratacion
20182,sem menor de la arquidiocesis de medellin,18.0,18,18,298.0,61.0,60.0,59.0,57.0,64.0,buenos aires,privado
20182,inst educ gonzalo restrepo jaramillo,129.0,127,126,241.0,53.0,46.0,48.0,46.0,49.0,buenos aires,oficial
20182,inst educ asamblea departamental,116.0,107,107,265.0,56.0,53.0,53.0,50.0,52.0,buenos aires,oficial
20182,col divino salvador,64.0,64,64,308.0,63.0,61.0,61.0,59.0,67.0,buenos aires,privado
20182,i.e. guadalupano la salle,28.0,28,28,279.0,59.0,54.0,57.0,52.0,61.0,buenos aires,privado
20182,inst educ la milagrosa,1.0,75,74,250.0,52.0,51.0,48.0,49.0,52.0,buenos aires,oficial
20182,inst educ loreto-gabriela gomez carvajal,86.0,80,80,239.0,51.0,48.0,44.0,46.0,50.0,buenos aires,oficial
20182,inst educ federico ozanam,0.0,122,122,277.0,59.0,56.0,53.0,52.0,59.0,buenos aires,oficial
20182,inst educ madre laura,0.0,62,62,292.0,61.0,58.0,57.0,58.0,58.0,buenos aires,oficial
20182,inst educ merceditas gomez martinez,62.0,84,84,261.0,56.0,53.0,51.0,49.0,52.0,buenos aires,oficial
20182,inst educ madre maria mazarello,50.0,50,50,290.0,61.0,58.0,57.0,55.0,62.0,buenos aires,oficial
20182,inst educ la pastora,0.0,26,26,230.0,50.0,43.0,44.0,46.0,48.0,buenos aires,oficial
20182,inst tomas carrasquilla,19.0,19,19,265.0,55.0,53.0,50.0,53.0,55.0,buenos aires,contratacion
20182,col la anunciacion,30.0,30,30,303.0,62.0,60.0,59.0,61.0,61.0,buenos aires,privado
20182,inst educ arzobispo tulio botero salazar,41.0,51,49,246.0,53.0,50.0,47.0,46.0,49.0,buenos aires,oficial
20182,col nuestra senora del rosario de chiquinquira,32.0,32,32,315.0,63.0,63.0,62.0,61.0,71.0,buenos aires,privado
20182,institucion educativa manuel jose cayzedo,31.0,29,29,266.0,56.0,53.0,55.0,49.0,53.0,buenos aires,oficial
20182,inst educ miraflores - luis eduardo valencia garcia,3.0,99,96,253.0,54.0,50.0,48.0,49.0,52.0,buenos aires,oficial
20182,col eucaristico de la milagrosa,45.0,45,45,267.0,57.0,53.0,51.0,51.0,58.0,buenos aires,privado
20182,esc normal superior antioque?a,71.0,69,67,291.0,60.0,58.0,56.0,57.0,62.0,buenos aires,privado
20182,inst educ javiera londo?o,121.0,119,119,280.0,59.0,54.0,55.0,54.0,60.0,la candelaria,oficial
20182,col maria auxiliadora,38.0,39,39,317.0,64.0,63.0,62.0,62.0,69.0,la candelaria,privado
20182,col cent fraternal cristiano,8.0,8,8,275.0,56.0,54.0,55.0,55.0,55.0,la candelaria,privado
20182,col milit general pedro nel ospina,33.0,33,33,264.0,55.0,52.0,52.0,51.0,55.0,la candelaria,privado
20182,col milit jose maria cordoba,0.0,53,53,262.0,56.0,51.0,51.0,51.0,56.0,la candelaria,privado
20182,inst antioquia,4.0,5,5,269.0,55.0,58.0,52.0,50.0,57.0,la candelaria,privado
20182,i.e. prados verdes,10.0,8,7,247.0,54.0,49.0,48.0,46.0,50.0,la candelaria,privado
20182,col ciencia y vida,25.0,25,25,258.0,57.0,48.0,52.0,49.0,53.0,la candelaria,privado
20182,corp esc empresarial de educacion,12.0,8,7,246.0,54.0,48.0,46.0,50.0,45.0,la candelaria,contratacion
20182,inst educ cefa,45.0,871,867,280.0,59.0,56.0,55.0,54.0,55.0,la candelaria,oficial
20182,inst educ  ana de castrillon,34.0,67,66,250.0,54.0,49.0,49.0,48.0,52.0,la candelaria,oficial
20182,inst educ alfonso lopez pumarejo,1.0,67,65,276.0,56.0,57.0,55.0,53.0,56.0,la candelaria,oficial
20182,inst educ tulio ospina,61.0,56,56,278.0,59.0,55.0,55.0,54.0,56.0,la candelaria,oficial
20182,col salesiano el sufragio,101.0,99,99,298.0,61.0,59.0,59.0,58.0,64.0,la candelaria,privado
20182,inst educ hector abad gomez,149.0,144,142,254.0,54.0,50.0,49.0,49.0,50.0,la candelaria,oficial
20182,inst educ san benito,27.0,24,24,274.0,56.0,56.0,53.0,55.0,53.0,la candelaria,oficial
20182,inst educ el salvador,74.0,75,75,265.0,56.0,52.0,53.0,51.0,53.0,la candelaria,oficial
20182,i.e. marco fidel suarez,92.0,81,80,270.0,57.0,53.0,53.0,53.0,55.0,laureles estadio,oficial
20182,col hispano,16.0,15,15,250.0,53.0,50.0,47.0,49.0,56.0,laureles estadio,privado
20182,colegio de la universidad pontificia bolivariana,411.0,411,411,312.0,63.0,63.0,61.0,61.0,68.0,laureles estadio,privado
20182,inst jorge robledo,61.0,61,61,346.0,69.0,70.0,66.0,68.0,82.0,laureles estadio,privado
20182,col calasanz femenino,61.0,61,61,309.0,64.0,61.0,61.0,60.0,66.0,laureles estadio,privado
20182,col san ignacio de loyola,148.0,148,148,344.0,68.0,71.0,67.0,67.0,77.0,laureles estadio,privado
20182,inst educ mater dei,39.0,39,39,281.0,59.0,55.0,55.0,55.0,58.0,laureles estadio,oficial
20182,comunidad colegio jesus maria,62.0,62,62,345.0,69.0,70.0,67.0,67.0,79.0,laureles estadio,privado
20182,col bethlemitas,49.0,49,49,336.0,68.0,67.0,66.0,65.0,76.0,laureles estadio,privado
20182,inst educ lucrecio jaramillo velez,93.0,91,91,293.0,60.0,59.0,57.0,57.0,61.0,laureles estadio,oficial
20182,col santa teresita,22.0,22,22,270.0,58.0,53.0,53.0,52.0,57.0,la america,privado
20182,inst educ cristobal colon,49.0,49,49,268.0,57.0,54.0,51.0,52.0,54.0,la america,oficial
20182,inst educ lola gonzalez,187.0,263,263,271.0,58.0,53.0,53.0,53.0,54.0,la america,oficial
20182,inst educ santa rosa de lima,68.0,62,60,252.0,55.0,51.0,49.0,48.0,49.0,la america,oficial
20182,inst parra paris,10.0,11,10,284.0,58.0,58.0,54.0,55.0,68.0,la america,privado
20182,col calasanz,73.0,73,73,334.0,66.0,68.0,65.0,65.0,74.0,la america,privado
20182,inst colombo venezolano,50.0,52,52,306.0,62.0,62.0,60.0,59.0,67.0,la america,privado
20182,col de la presentacion - medellin,66.0,66,66,293.0,60.0,59.0,56.0,57.0,68.0,la america,privado
20182,inst educ america,34.0,60,60,238.0,52.0,47.0,46.0,46.0,48.0,la america,oficial
20182,inst educ benedikta zur nieden,67.0,58,56,262.0,56.0,53.0,51.0,50.0,53.0,la america,oficial
20182,inst educ francisco antonio zea,135.0,132,131,269.0,57.0,53.0,52.0,53.0,55.0,la america,oficial
20182,col corazonista,132.0,132,132,340.0,68.0,70.0,65.0,67.0,74.0,la america,privado
20182,inst educ rafael uribe uribe,103.0,101,100,275.0,59.0,54.0,55.0,52.0,56.0,la america,oficial
20182,inst educ samuel barrientos restrepo,76.0,114,111,246.0,52.0,49.0,48.0,49.0,49.0,la america,oficial
20182,col ateneo horizontes,13.0,13,13,291.0,61.0,60.0,53.0,57.0,64.0,la america,privado
20182,col santa clara de asis,25.0,25,25,302.0,64.0,58.0,59.0,59.0,65.0,la america,privado
20182,inst educ la piedad,66.0,62,60,249.0,52.0,52.0,45.0,50.0,50.0,la america,oficial
20182,col teresiano nstra sra de la candelaria,41.0,41,41,289.0,60.0,56.0,58.0,56.0,61.0,la america,privado
20182,lic salazar y herrera,525.0,523,519,288.0,60.0,57.0,57.0,56.0,60.0,la america,privado
20182,inst educ concejo de medellin,245.0,238,237,284.0,59.0,57.0,55.0,56.0,57.0,la america,oficial
20182,inst educ fundadores,1.0,42,42,221.0,50.0,43.0,39.0,44.0,47.0,san javier,oficial
20182,inst educ la independencia,0.0,79,79,232.0,50.0,47.0,44.0,45.0,48.0,san javier,oficial
20182,inst educ eduardo santos,83.0,83,83,240.0,53.0,46.0,46.0,47.0,48.0,san javier,oficial
20182,inst educ juan xxiii,28.0,60,60,239.0,51.0,48.0,45.0,47.0,50.0,san javier,oficial
20182,i.e. carlos vieco ortiz,88.0,88,88,274.0,57.0,56.0,52.0,55.0,54.0,san javier,oficial
20182,col nuestra madre de las mercedes,20.0,20,20,309.0,64.0,63.0,59.0,60.0,65.0,san javier,privado
20182,col arenys del mar,45.0,45,45,255.0,55.0,50.0,50.0,50.0,50.0,san javier,contratacion
20182,institucion educativa el corazón,69.0,65,64,230.0,50.0,46.0,43.0,45.0,47.0,san javier,oficial
20182,inst educ blanquizal,32.0,60,60,229.0,50.0,44.0,45.0,44.0,47.0,san javier,oficial
20182,inst educ perpetuo socorro,42.0,42,42,239.0,49.0,48.0,47.0,47.0,47.0,san javier,oficial
20182,i.e. stella velez londoño,54.0,51,51,264.0,56.0,53.0,51.0,52.0,50.0,san javier,oficial
20182,col palermo de san jose,45.0,45,45,314.0,63.0,63.0,61.0,62.0,71.0,poblado,privado
20182,col san lucas,32.0,31,31,297.0,62.0,59.0,59.0,57.0,61.0,poblado,privado
20182,col manzanares,34.0,35,35,278.0,58.0,54.0,54.0,54.0,65.0,poblado,privado
20182,inst musical diego echavarria,9.0,9,9,326.0,64.0,67.0,64.0,62.0,81.0,poblado,privado
20182,col campestre la colina,43.0,43,43,326.0,65.0,66.0,63.0,64.0,76.0,poblado,privado
20182,col madre antonia cerini,20.0,20,20,268.0,55.0,53.0,52.0,52.0,62.0,poblado,privado
20182,col latino,17.0,17,17,257.0,54.0,50.0,51.0,49.0,57.0,poblado,contratacion
20182,col nuestra senora de la providencia,16.0,16,16,292.0,61.0,57.0,58.0,56.0,65.0,poblado,privado
20182,col de la compania de maria,108.0,108,108,343.0,67.0,71.0,66.0,67.0,78.0,poblado,privado
20182,col santa maria del rosario,28.0,27,27,301.0,61.0,59.0,59.0,59.0,67.0,poblado,privado
20182,colegio euskadi,23.0,24,24,256.0,53.0,49.0,51.0,47.0,65.0,poblado,privado
20182,colegio san jose de la salle,96.0,95,95,316.0,63.0,63.0,63.0,62.0,70.0,poblado,privado
